,gender,city,branch_code,days_since_last_transaction,occupation_company,occupation_retired,occupation_salaried,occupation_self_employed,occupation_student,customer_nw_category,current_balance,previous_month_end_balance,average_monthly_balance_prevQ2,average_monthly_balance_prevQ,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,vintage,age,dependents
10,1.0,409.0,709,5.0,0,1,0,0,0,1.1726581217248149,-0.5323457560613734,-0.6125253817471131,-0.761889711132354,-0.6488071549748295,-0.21850971691938725,-0.32441449387642635,-0.36817860709672506,-0.33240326444558493,-0.6269161815976125,-0.6047088676612924,-1.0579097752617177,1.1114635156076254,-0.33087694063583206
11,1.0,1096.0,89,20.0,0,0,1,0,0,-1.8556873687035156,0.22061619810263924,0.40410177667078123,1.8166760402677262,0.4998662429592893,1.0507757005911686,0.5361562335069594,1.2887757682722647,0.6007353743971262,0.42593702239298403,0.36129679787043695,2.946198948291989,-0.9102304211252048,-0.33087694063583206
12,1.0,44.0,409,47.0,0,1,0,0,0,1.1726581217248149,-0.7763309471001101,0.045581327304122204,-0.8803981689119201,-0.635649129307635,-0.31390238611033383,-0.2192676435195077,0.5782804380906652,-0.2687033633161254,-0.4638502019280675,-0.46275278010388093,0.04575102848497637,1.3922543401538519,-0.33087694063583206
13,1.0,409.0,88,303.0,0,0,1,0,0,-1.8556873687035156,-0.11278509957054962,-0.28651412410099025,0.40849192784048616,-0.45090785769042063,-0.3138413206010807,-0.32439955173632173,-0.015096040323477309,0.13431413302697473,-0.38911279499729495,-0.6520099029631341,2.0735802486498365,0.10061654724121032,-0.33087694063583206
14,0.0,665.0,569,52.0,0,0,0,1,0,-0.3414700942004219,0.01719551676563741,0.011066076299952295,0.3601487106085199,0.13740013913550192,-0.3138304161516901,-0.18595258041486104,-0.3681531359125899,0.18715848323243692,-0.004102059034239695,0.16305917056512725,-0.03126300621653745,-0.011699782577280254,-0.33087694063583206
15,0.0,1232.0,149,999.0,0,0,0,1,0,1.1726581217248149,-0.5183167442040425,-0.5390884454715714,-0.4577507946063603,-0.6292450667090573,-0.3139394620887976,-0.3244956094248237,-0.3410857381750257,-0.2999823214070265,-0.5641478420597893,-0.5975632153054687,-0.26727375772117656,0.1567747121504556,-0.33087694063583206
16,1.0,1125.0,1023,0.0,0,0,0,1,0,1.1726581217248149,-0.6155308089721616,-0.3413741808437135,-0.5829238326788343,-0.4182318603715058,-0.2726126244950881,-0.3003521665784737,0.11970126731146168,-0.11420085868723358,-0.565895944114972,-0.3758827980305023,0.22275909211345574,0.04445838233196503,-0.33087694063583206
17,0.0,1096.0,32,3.0,0,0,0,1,0,-0.3414700942004219,-0.0029662392032824775,-0.2426774163102241,-0.20312303239244467,-0.2628285408263548,0.45478703488955236,-0.32447212842171924,-0.36823591791838767,-0.37381172629484255,-0.19927668889671482,-0.2637567073705503,2.3269812660548173,0.21293287705970088,-0.33087694063583206
18,0.0,146.0,490,69.0,0,0,0,1,0,-1.8556873687035156,-0.2730198838506938,-0.2175305190007437,-0.2534331387591402,-0.19624266244851102,-0.3138522250825391,-0.3244102246872579,-0.35304436693938124,1.132814109837787,-0.28742916082274134,-0.22989409611645373,2.146867797801277,-0.06785794748652554,0.7125618737115219
19,0.0,1020.0,542,31.0,0,0,0,1,0,-0.3414700942004219,-0.34725841339313723,-0.35187197378146146,-0.42455352082832243,-0.44881251969119645,-0.3139089289031232,0.07642705775704901,-0.34619184758949395,-0.16651936463665776,-0.36985439534423203,-0.449107735713117,0.7053389708479415,-0.40480693694199726,-0.33087694063583206
20,1.0,1020.0,501,23.0,0,0,0,1,0,-0.3414700942004219,-0.8797846759399154,-0.6786474686161836,-0.6722825156634586,-0.09360388221632392,-0.29661309813353415,-0.30946261035885325,0.32285845789757406,-0.2192704092210287,-0.9189250014843162,0.1948854652375476,2.086622948075093,-0.18017427730501612,-0.33087694063583206
21,0.0,1020.0,1106,999.0,0,0,0,1,0,-0.3414700942004219,-0.07632217447819614,-0.038476836552484794,-0.06140197033757235,-0.006315316613788913,-0.31387185322999156,-0.3244294360780542,-0.2931716819083018,-0.21066141336983552,-0.06515622323990941,0.03430357670750494,-0.17473269989435755,-1.0787049158529407,-0.33087694063583206
22,0.0,905.0,1388,13.0,0,0,0,1,0,-0.3414700942004219,0.41418713702955373,0.31862485517862904,0.35279896012862105,0.32033917898091224,-0.1762745502716159,-0.32444651295524757,-0.3682104463297198,-0.37734914356465643,0.35920785031415675,0.3132152169228372,0.45752768176807046,-0.40480693694199726,-0.33087694063583206
23,1.0,931.0,671,4.0,0,0,0,1,0,-0.3414700942004219,-0.4365214460300938,-0.6424039961260413,-0.4679509706449845,-0.6607458424605861,0.11245249989514376,-0.3243888788167725,-0.12393366726197709,-0.008843102691690136,-0.7030718571313727,-0.5519001120519059,-0.2902537519466283,-0.7979140913067142,-0.33087694063583206
24,1.0,218.0,221,47.0,0,0,1,0,0,-0.3414700942004219,-0.4201792565111835,-0.36723407833797495,0.3425870765649643,-0.11493744912248471,-0.3138435014948078,-0.32187308034358025,-0.23584528325089182,0.7487229471973359,-0.4121507240868643,-0.08375595726278379,-1.0001492492355823,-0.011699782577280254,1.756000688058876
25,1.0,1533.0,881,999.0,0,0,0,1,0,1.1726581217248149,1.0944358160641598,1.0869797618319323,1.174704871108046,1.116830258538965,-0.31383477792759873,-0.32439314798082625,-0.3681573810974611,-0.3772948963565412,1.102330173142643,1.1045408883788341,-1.0920692261373892,1.5607288348815878,-0.33087694063583206
26,1.0,1563.0,58,20.0,0,0,0,1,0,-1.8556873687035156,1.6608913292356766,1.8957720686768316,0.0557266465375594,2.227540492671918,-0.3122670500590347,-0.17345083786287763,-0.19160710296658498,-0.05412598249951278,1.8130965474745788,2.1323781392296763,0.15878775683719829,-0.6855977614882237,1.756000688058876
27,1.0,836.0,2421,9.0,0,0,0,1,0,1.1726581217248149,0.25094786419666837,0.21900267924893144,0.3018189608959464,0.21073287241254549,-0.2828606770909918,-0.32444437834120526,-0.3676013044002809,-0.3773469736610173,0.22265059565086306,0.21061473298391364,-0.6045207000028057,0.437565536696682,-0.33087694063583206
28,1.0,118.0,325,9.0,0,0,0,1,0,-1.8556873687035156,0.1574067775103177,0.3121197591545847,0.16309292566082623,0.2053985378590668,-0.3000640773965433,2.388066750952296,-0.3333412903837569,1.8995765415064851,0.1498417490549706,0.4298170036966786,1.1245685952311821,0.3814073717874367,-0.33087694063583206
29,0.0,834.0,14,999.0,0,0,1,0,0,-0.3414700942004219,0.11963138733693754,0.10706563035987082,0.1388364466966221,0.0829348410985297,-0.3139503668589055,-0.32450628265828063,-0.3682698803162976,-0.3774099013848293,0.10040005499365537,0.09587731269788977,-0.09958190796788036,-0.8540722562159595,-0.33087694063583206
30,1.0,1096.0,4029,27.0,0,1,0,0,0,-1.8556873687035156,-0.700126720708359,0.7221365602886948,0.44530732267382406,1.5049957358929984,2.4263079633140947,-0.3244080900945592,-0.3276823683710389,-0.36059652151633514,2.6484880477824766,0.7345798036831709,2.2617677689285354,0.9991471857891349,-0.33087694063583206
31,0.0,1020.0,60,36.0,0,1,0,0,0,-1.8556873687035156,0.7002126135334517,0.7001373288282912,-0.41266183873328965,0.07643629590012564,-0.3139394620887976,1.1404244321282568,-0.2874881768511632,-0.19594233931662566,0.7098135902532156,-0.1049839109642549,0.3718185141163857,0.8868308559706444,-0.33087694063583206
32,1.0,1366.0,797,999.0,0,0,0,1,0,-0.3414700942004219,-0.30686023767328297,-0.32348174542596336,-0.3113111250978972,-0.3716423671357275,-0.3138958433290965,-0.3244529168049166,-0.3682168142100331,-0.3773556532832406,-0.3380235036138896,-0.34808782477040495,-0.7703493069810653,0.3252492068781915,-0.33087694063583206
33,-1.0,834.0,8,77.0,0,0,0,1,0,1.1726581217248149,-0.6575648417731165,-0.47632286647718947,0.11597168734197204,-0.14571796967068298,-0.31393073829580354,-0.3244870708606601,-0.36825077642814075,-0.3742908466202181,0.1444007582565586,-0.5537787399087181,-0.11883541664325882,2.3469431436110217,-0.33087694063583206
34,1.0,623.0,512,999.0,0,0,0,0,1,-0.3414700942004219,-0.18618159538833368,-0.20201378065357536,-0.1857473159595685,-0.24345613906090585,-0.3139002051819704,-0.32445718604430157,-0.3682210594698123,-0.377359993102006,-0.21398124597852963,-0.22298844953172398,0.19046288401282088,-2.2018682140378463,-0.33087694063583206
35,1.0,549.0,264,125.0,0,0,0,1,0,-0.3414700942004219,0.3176881681904421,0.4060426687513808,-0.2906343229311466,-0.3223575020537967,-0.31393291924212724,-0.3244892054998171,-0.1438492426580958,2.1468656489101487,-0.279220857201201,0.028882061988391872,0.1985369360379796,0.21293287705970088,6.973194759795646
36,1.0,630.0,36,5.0,0,0,0,1,0,-0.3414700942004219,-0.8372839821344946,-0.8663021686203033,-0.8057580616071474,-0.5707062361104952,4.003466070844297,0.31491034826529346,3.9149441979508897,0.5036367001125107,-0.4274030994431517,-0.6212836359056927,2.135688341151057,0.1567747121504556,-0.33087694063583206
37,1.0,1271.0,101,77.0,0,0,0,1,0,-0.3414700942004219,-0.6175982657686389,-0.636252216948209,-0.6390275116587953,-0.7017248930199149,-0.3138783959689,-0.32443583989758695,-0.36819983322084426,-0.3773382940592192,-0.6574225771226494,-0.6702088931019541,1.9965662139483225,0.3252492068781915,2.79943950240623
38,1.0,834.0,1130,10.0,0,0,0,1,0,-0.3414700942004219,0.037983824640753214,-0.026574215809942806,0.027056029099872505,-0.049570750407354314,-0.23674906438603802,-0.3243888788167725,-0.3681531359125899,-0.3772905566143523,-0.0164128956213846,-0.04038613369634381,-0.008904092916097955,-0.06785794748652554,-0.33087694063583206
39,1.0,485.0,823,97.0,0,0,1,0,0,1.1726581217248149,-0.30674062150694564,-0.32336134688647233,-0.207219758909891,-0.3338346557298246,-0.31388057688443366,-0.3244379745066076,-0.36820195584012205,-0.37734046395775367,-0.3379005534460618,-0.34796382679202276,1.481690127113202,-0.7979140913067142,-0.33087694063583206
40,1.0,146.0,17,3.0,0,1,0,0,0,-0.3414700942004219,0.9742312186547063,0.9199698556532909,0.8901491167297273,0.943859521229636,-0.22274832497556638,-0.32439955173632173,-0.3681637488841298,-0.3773014059793949,0.9554265266664883,0.9325380482821166,2.7760227748386437,1.1676216805168707,-0.33087694063583206
41,-1.0,1020.0,2939,61.0,0,0,0,1,0,1.1726581217248149,0.35134323425413033,0.3390268362695545,-0.14012964947323758,0.24273060262740848,-0.3139241954645315,-0.32448066695072486,-0.36824440848789974,-0.37738386219650655,0.3385257440029868,0.3342271363444619,-1.2932994458413447,2.3469431436110217,-0.33087694063583206
42,0.0,146.0,1993,26.0,0,0,0,1,0,-0.3414700942004219,-0.5164750713719098,0.8747053458685772,1.0456243551440274,0.4860844721692441,-0.313372458234765,-0.22644951968414945,1.5034197704929613,2.105143115018573,0.5105603958354129,0.8672740320288275,-0.4399342548745705,-0.2363324422142614,-0.33087694063583206
43,0.0,146.0,509,100.0,0,0,0,1,0,-1.8556873687035156,-0.37043486884204924,-0.32011226704078305,-0.20929186029421057,-0.3255888419423532,-0.31391547170745804,-0.32447212842171924,-0.2194253082388815,0.09616823512991488,-0.3356489100956314,-0.2465123927755566,0.3562914909910805,0.3814073717874367,-0.33087694063583206
44,0.0,630.0,36,47.0,0,0,0,0,1,-0.3414700942004219,-0.7223908952670196,-0.7313174578767581,-0.5279945610302341,-0.6906246324875807,-0.3139721764953312,-0.07364673518409807,-0.36829110697730455,0.06050389114839029,-0.7563331692864708,-0.6278671675692107,-0.06790678079225775,-1.752602894763884,-0.33087694063583206
45,1.0,579.0,3660,7.0,0,0,0,1,0,-0.3414700942004219,0.2078030496942361,-0.5253360634907472,-0.7558795188448187,-0.263233979499684,2.2168077526369934,1.3740551558796883,1.5497340097537202,1.370381811298663,0.14926973013861852,-0.5044224249256031,0.4991401037438884,-0.011699782577280254,1.756000688058876
46,1.0,52.0,654,11.0,0,0,0,1,0,-0.3414700942004219,-0.5994784394485065,-0.6186623587709023,-0.5675675972976344,-0.6754658590644648,-0.01477610956101514,1.0500650742405533,0.3819576231725373,0.9165719831232754,-0.7833516778968794,-0.46374177643491854,1.3425679999104672,-0.40480693694199726,-0.33087694063583206
47,1.0,318.0,1314,160.0,0,0,0,0,1,1.1726581217248149,0.058162191333604875,0.04904976888650799,0.0217092593203887,0.01874824633846519,-0.3139525478167747,-0.3245084173087379,-0.34559695769933424,-0.37741207132548543,0.03472048127913863,0.03558090454878239,-0.8864914399583482,-2.4826590385840728,-0.33087694063583206
48,1.0,1002.0,303,14.0,0,0,0,1,0,-0.3414700942004219,-0.2187521398331719,-0.3061165509893476,1.5208331828076727,0.3448844795250019,-0.014770073906480302,-0.03167836599518868,-0.35170451558528465,1.40383241788776,-0.337064612781015,0.2554014408894711,0.6606211442470625,0.21293287705970088,2.79943950240623
49,0.0,409.0,2072,7.0,0,0,0,1,0,-0.3414700942004219,-0.26074646178436345,1.2842351993639787,1.364103837600225,1.1395872843459387,0.3366079486958607,-0.3243867442366311,1.8707608975522418,-0.017264840180052952,0.7461078565122671,1.3094614218896317,-0.3654045438731055,-1.0225467509436954,-0.33087694063583206
50,0.0,1096.0,438,999.0,0,0,0,1,0,-0.3414700942004219,0.6034207494582522,0.5927531142336888,0.6363572656369413,0.5952684633084553,-0.31393728113862757,-0.3244934747819021,-0.368257144379625,-0.37739688176769365,0.597629289526806,0.5955388238698666,-0.2529888964458958,-0.18017427730501612,-0.33087694063583206
51,1.0,480.0,249,95.0,0,0,1,0,0,1.1726581217248149,-0.12393478566267178,0.17052465163138422,0.41126434545436413,0.3311868329914383,-0.3138631295960718,-0.3244208976695874,0.0601965940312464,0.16910317033907143,-0.004409015897967111,0.3645298351828756,0.20909531176318713,-0.29249060712350666,-0.33087694063583206
52,1.0,1494.0,955,17.0,0,0,0,1,0,-0.3414700942004219,-0.6163274483242783,-0.6144328398860978,-0.6537362028707925,-0.6899982629102658,-0.24293584932935167,-0.25499958816379853,-0.2808604275574722,-0.3140886423174121,-0.6375453967731488,-0.6469165706350746,-0.27845321437139636,0.9429890208798896,-0.33087694063583206
53,1.0,146.0,353,3.0,0,0,0,1,0,1.1726581217248149,1.7448456162744823,1.7070550809812306,1.6198864433487734,1.867695016783335,-0.14712871935647043,-0.3244294360780542,-0.2959106867425289,0.015811957800928336,1.7243274773783888,1.8213784400681399,-0.044926786566806036,-0.7979140913067142,-0.33087694063583206
54,0.0,1020.0,15,20.0,0,0,0,1,0,-0.3414700942004219,-0.7141776165694567,-0.785578064085248,-0.7085162410180922,-0.5977498354578787,-0.20915642862434236,-0.2219373924773102,-0.3428452861117209,0.28329096607765863,-0.7610267479378042,-0.6824538563359329,1.5394506531393373,0.1567747121504556,-0.33087694063583206
55,0.0,485.0,717,999.0,0,0,0,1,0,1.1726581217248149,-0.6065847251691397,-0.625166640111834,-0.6231314484528523,-0.6900131308955105,-0.3139067479709135,-0.3244635899128066,-0.36822742736885583,-0.3773665028397376,-0.6461020616225265,-0.6587919014779522,0.009728334834268293,1.3360961752446066,-0.33087694063583206
56,1.0,759.0,2530,0.0,0,0,0,1,0,1.1726581217248149,-0.8628306205463022,-0.7277678785880608,-0.8639538045468131,-0.44954374984205625,-0.11075347908820429,-0.03158581638786398,-0.3681531359125899,1.9485500559770244,-0.7731082928550964,-0.2506276637264657,-1.0125708677358265,-0.2363324422142614,-0.33087694063583206
57,0.0,834.0,2754,5.0,0,0,0,0,1,-0.3414700942004219,-0.38858915910105146,-0.5475243078042821,-0.26253302594639966,-0.5762630195766018,-0.09732458979035619,-0.32441449387642635,-0.33022715501678923,-0.3739851563308312,-0.5381978486341013,-0.5767215024843289,-0.8225201046820908,-1.6402865649453935,-0.33087694063583206
58,0.0,491.0,615,7.0,0,0,0,1,0,1.1726581217248149,-0.295597450286743,-0.5490947029783486,-0.693205467570127,-0.6580454335148646,-0.014667469282608774,-0.17502579796823484,-0.3681446455578342,-0.3772818771452951,-0.5083792172858427,-0.6297708447615006,0.1600299186872227,-0.29249060712350666,-0.33087694063583206
59,1.0,814.0,84,116.0,0,0,0,1,0,-0.3414700942004219,-0.2943182589247906,-0.3102453221991277,0.4531762238010788,0.005496259516343243,-0.3138565868841072,-0.32441449387642635,-0.36817860709672506,0.4520146011598692,-0.325045399327531,0.05730052973886746,1.6338549537411928,0.04445838233196503,0.7125618737115219
60,0.0,1111.0,88,76.0,0,0,0,1,0,-0.3414700942004219,-0.1821414742792392,-0.22591100437260964,-0.242862970039187,-0.2841682356117924,-0.31393073829580354,-0.3244870708606601,-0.36825077642814075,-0.34652029933459977,-0.2324557946739082,-0.24294370707857169,-0.8243833474571274,1.1114635156076254,-0.33087694063583206
61,1.0,1322.0,176,11.0,0,0,1,0,0,-0.3414700942004219,0.8529440121009719,0.8050610653591742,0.45755503023254523,0.7966027068059363,-0.23993095495441252,-0.2640345307062108,-0.3682804936311926,-0.37742075110087486,0.8420951526804915,0.799072532436647,1.5562198381146668,-0.18017427730501612,-0.33087694063583206
62,0.0,15.0,890,18.0,0,0,0,1,0,-0.3414700942004219,0.10340595402321538,-0.045186521888162315,-0.42492483815350734,-0.10583360885416741,-0.1128414247155237,-0.12766740677841323,-0.3681510133220292,-0.2553338758275518,0.03290849066619926,-0.11227631703192306,-1.0312032954861927,-0.18017427730501612,-0.33087694063583206
63,1.0,1589.0,2444,3.0,0,0,0,0,1,1.1726581217248149,0.2260333082310072,-0.10162356317252404,-0.4348099270806153,-0.21871734760918332,0.1376969357704859,-0.017573112182885608,-0.368180729703516,-0.07967287414604785,-0.05852215152149552,-0.12529636020780163,-1.1883367695142815,-1.9772355544008653,-0.33087694063583206
64,1.0,1111.0,150,28.0,0,0,0,1,0,-0.3414700942004219,-0.5928511254593126,1.136785744106475,0.08517136237523266,-0.14860323468455636,-0.3050300863214572,-0.15573312026672442,1.7112577453063564,0.15515928499429926,0.13673854278868727,-0.11512399358562643,1.696584127167426,1.0553053506983803,1.756000688058876
65,0.0,1020.0,47,20.0,0,0,0,1,0,-0.3414700942004219,-0.6861580747125762,-0.7179485136787745,-0.4278847428994473,-0.5716505970841704,-0.0006674728404066148,0.7498564216809788,-0.07707302252098071,0.916587262553061,-0.5865547037702606,-0.5041955153137776,1.9785548671229685,1.5607288348815878,-0.33087694063583206
66,1.0,1178.0,526,25.0,0,0,0,1,0,-0.3414700942004219,-0.036071760197424474,0.0116802577506392,0.18984984656203968,-0.014284067497815819,-0.2996512675894057,-0.31051079048222274,-0.2649505130163373,-0.3632889540050346,-0.026101015666216185,-0.0029147570305369333,0.2140639591632848,0.6621981963336632,1.756000688058876
67,0.0,1020.0,442,25.0,0,0,0,1,0,-0.3414700942004219,1.2611209928879872,1.3295329862885141,1.9018007766751428,1.3222237552010874,-0.18432766769364894,-0.22187928845537552,-0.10507843401266789,-0.11672735703397624,1.2910170685079787,1.3455852537482258,0.9860675489534597,1.7292033296093237,-0.33087694063583206
68,1.0,745.0,1904,173.0,0,0,0,0,1,-1.8556873687035156,0.25633593318888714,0.24339812119283627,0.2514503200878,0.22384384245398448,-0.3138871196387338,-0.32444437834120526,-0.3682083237054486,-0.3773469736610173,0.2408703520227865,0.23573950190197945,-0.8206568619070541,-1.5279702351269029,-0.33087694063583206
69,1.0,491.0,619,5.0,0,0,0,1,0,-0.3414700942004219,2.2685285236388144,2.4246532213082133,2.6577384611348305,2.4554463350211884,0.8020821347387967,1.9672570338251638,0.6263597130635409,1.2649382777850724,2.2822901466360843,2.246210514516024,-1.198895145239489,0.4937237016059273,1.756000688058876
70,1.0,1525.0,194,46.0,0,0,0,1,0,-0.3414700942004219,-0.7990363966412009,-0.27910542469096417,-0.8299028577542539,-0.48715284763900407,-0.3138936624045794,0.7271234179877394,0.2525260889689671,0.9464079130408057,-0.6376225311366729,-0.0813500834396501,-0.9958016827604969,-1.1910212456714313,0.7125618737115219
71,1.0,1404.0,3243,5.0,0,1,0,0,0,-1.8556873687035156,-0.14572630991171723,-0.24120569260964217,-0.16583061573663074,-0.2193461324730966,-0.1793250191335944,-0.3244956094248237,-0.36825926703261325,-0.3773990517006895,-0.22073358224178216,-0.20480785803334933,-0.76041201218087,1.2799380103353613,-0.33087694063583206
72,1.0,1494.0,67,7.0,0,0,0,1,0,-1.8556873687035156,0.8375627879002001,1.3724243957590188,2.274940948267137,1.9230036253598954,1.330668420003128,4.080368139905307,1.802962125314075,5.173060316589082,0.5621427533321338,2.2129211939656837,2.0226516127988354,-0.06785794748652554,1.756000688058876
73,1.0,318.0,2760,25.0,0,0,1,0,0,1.1726581217248149,-0.409296101672644,-0.43844483490564556,-0.15729619342227577,-0.5088745063003175,-0.28281742242820873,-0.285644613589108,-0.3530359120588929,-0.3773035758562329,-0.4362373161079209,-0.4691350505860925,-0.6051417809278179,0.7183563612429085,-0.33087694063583206
74,1.0,1020.0,1,0.0,0,0,1,0,0,-1.8556873687035156,3.7778252345380494,1.5948899590211811,4.044731707972977,1.7260213989520579,4.9625033669937055,0.041545658629276075,2.2235444347961044,-0.36162485927980503,2.3051888896980377,1.4586371808136016,2.409585029081441,1.223779845426116,-0.33087694063583206
75,0.0,698.0,231,19.0,0,0,0,1,0,1.1726581217248149,-0.42198345731386877,-0.535827810721131,-0.5308143206494107,-0.5720600204628418,-0.19136636726897685,-0.324499878714438,-0.36826351234233967,-0.3774033915705146,-0.48661786270738666,-0.5667821953609973,-0.993317359060448,-1.2471794105806766,-0.33087694063583206
76,1.0,409.0,921,12.0,0,0,0,1,0,1.1726581217248149,0.1275442650287659,-0.7603681417467533,-0.8218166751493345,-0.5930525047741066,-0.24941588316729507,-0.014581056389398946,-0.12392374881811097,0.018465682517445722,-0.06520757307239522,-0.8664050452243164,-0.42999696007437516,-0.40480693694199726,-0.33087694063583206
77,1.0,575.0,3648,6.0,0,0,1,0,0,-1.8556873687035156,3.005100121470018,2.908960041070349,2.8612435173617805,3.1408200262424706,0.949822139453813,0.9367454710170716,0.29374503858624357,0.027634695911077072,3.1978775495297147,3.0468947631649055,1.163075612581939,-0.9102304211252048,-0.33087694063583206
78,1.0,146.0,1516,5.0,0,0,1,0,0,-0.3414700942004219,-0.10696222186658261,-0.4708914007742802,-0.37812612249955074,-0.2909049974388134,0.8099971261450001,1.1631987098457914,0.4991206003648371,0.9747352706061649,0.009785136107163193,-0.461362176385714,-0.1933651276447238,0.3814073717874367,1.756000688058876
79,1.0,17.0,1783,18.0,0,0,1,0,0,-0.3414700942004219,-0.46360607315963515,-0.5102675417005843,-0.7216145592172181,-0.5599666886540887,-0.2829233972483799,-0.32450628265828063,-0.3081252626447942,-0.33978257197830386,-0.526886484144566,-0.5274929548034796,1.4071604161117368,0.5498818665151726,1.756000688058876
80,0.0,745.0,2042,138.0,0,0,0,1,0,1.1726581217248149,0.6089697017149287,0.6155748161315009,0.6797769549863404,0.6309030194279478,-0.3138871196387338,-0.32444437834120526,-0.3682083237054486,-0.3773469736610173,0.6148758548739788,0.6298767535859962,-0.9951806018354846,-0.46096510185124256,-0.33087694063583206
81,1.0,619.0,1761,13.0,0,0,0,1,0,1.1726581217248149,-0.2932793873243711,0.31828870304226664,-0.4755774883542565,-0.034899195423087476,1.4238749013023153,2.0288977551601226,1.3111904261666751,1.4153902899150752,-0.16299388768592712,0.4600910680848542,-0.7194206711300642,0.9429890208798896,-0.33087694063583206
82,0.0,630.0,1771,20.0,0,0,0,1,0,-0.3414700942004219,0.8077199708180186,0.752912548160539,0.37584504929619916,0.5434338681491172,-0.2614250683490906,-0.26502977005380923,-0.04479756754052139,0.08900247153951994,0.7179359456588792,0.7345522640817242,0.6568946586969893,0.8306726910613991,-0.33087694063583206
83,1.0,1154.0,1730,126.0,0,0,0,1,0,1.1726581217248149,-0.7894229758885215,-0.8092007805108161,0.1956064982061823,-0.5922955297341725,-0.3139089289031232,-0.3244657245381492,-0.36822955000436386,-0.36499056456552303,-0.8340364713234603,-0.8335599876545497,-0.781528763631285,-1.2471794105806766,-0.33087694063583206
84,1.0,1096.0,27,6.0,0,0,0,1,0,-1.8556873687035156,0.6278582614633073,0.3793363188257823,0.9884595451928959,0.20665450441239325,0.02763440877002537,-0.3230550110068381,-0.36815950369177164,-0.3772970662295523,0.4381096941923106,0.3580526050014233,2.280400196678902,0.5498818665151726,-0.33087694063583206
